# Depth (Er)	r	theta (deg)	alpha (deg)	tx wannier (Er)	ty wannier (Er)	td wannier (Er)	wannier integral (Er)	tx bs (Er)	ty bs (Er)	td bs(Er)	mean 0->d1	gap 0->d1	bw d1	mean 0->d2	gap 0->d2	bw d2	mean 0->d3	gap 0->d3	bw d3
7.000000000000000000e+01	1.000000000000000000e+00	9.162669999999999959e+01	0.000000000000000000e+00	1.212362112894651850e-05	2.397217518490404544e-05	5.950672869841572012e-10	1.204784916535651718e+01	6.191443404000374420e-06	3.940822731013544911e-06	1.717564866547671709e-08	2.828923928475886029e+01	2.827655846822325003e+01	2.543822759388447707e-02	2.901659961664011433e+01	2.901274280500575742e+01	7.631912620706060579e-03	2.962986318000268682e+01	2.961514390275258535e+01	2.949175454567765087e-02
7.500000000000000000e+01	1.000000000000000000e+00	9.162669999999999959e+01	0.000000000000000000e+00	7.952177913790270405e-06	1.506739893029912722e-05	2.529733349386062148e-10	1.251184507040020577e+01	3.663339771453006874e-06	2.292469872580344676e-06	1.638719561632787618e-08	2.948104500018509455e+01	2.947295814482481902e+01	1.621002605383381479e-02	3.021286495816823603e+01	3.021050377639124918e+01	4.680145792704593077e-03	3.083743359898220859e+01	3.082785319780528255e+01	1.919038271858397593e-02
8.000000000000000000e+01	1.000000000000000000e+00	9.162669999999999959e+01	0.000000000000000000e+00	5.242012403181532874e-06	9.585035404093465662e-06	1.105025255721318752e-10	1.296042173170436662e+01	2.193947843338482293e-06	1.355588995139095712e-06	1.675536457300917659e-08	3.063101233035855842e+01	3.062581112304390274e+01	1.042087266767310894e-02	3.136801146485026948e+01	3.136654707878433967e+01	2.906173621298080434e-03	3.200357415307808395e+01	3.199728911598325709e+01	1.258693035174474062e-02
8.500000000000000000e+01	1.000000000000000000e+00	9.162669999999999959e+01	0.000000000000000000e+00	3.474565662673621908e-06	6.165322622960096787e-06	4.947707465085320084e-11	1.339502411958002526e+01	1.344213896465554919e-06	8.028369116665386163e-07	1.642995522813973930e-08	3.174334461928846807e+01	3.173997147231639104e+01	6.756281699473731805e-03	3.248607204802150505e+01	3.248515294645615370e+01	1.825703566808556388e-03	3.313237942261903157e+01	3.312822442365797571e+01	8.319826012368025658e-03
9.000000000000000000e+01	1.000000000000000000e+00	9.162669999999999959e+01	0.000000000000000000e+00	2.316371125258166894e-06	4.006472141564744123e-06	2.266447230977502834e-11	1.381688433827025619e+01	8.233333696734946832e-07	4.896649716026908733e-07	1.462768800526827543e-08	3.282156909145342638e+01	3.281936387170694047e+01	4.416132073252754253e-03	3.357045056585028675e+01	3.356986730014568110e+01	1.159409418569623540e-03	3.422729542681562265e+01	3.422452809823583664e+01	5.540508764731555402e-03
9.500000000000000000e+01	1.000000000000000000e+00	9.162669999999999959e+01	0.000000000000000000e+00	1.553324684779518478e-06	2.628425520537557959e-06	1.059332519800120783e-11	1.422706316506821267e+01	5.025350368120448663e-07	3.077023307852810863e-07	1.685685088693641975e-08	3.386868396583491858e+01	3.386723112898834387e+01	2.909052723111926753e-03	3.462405327225415874e+01	3.462367931231235474e+01	7.437531457696877624e-04	3.529125774207495425e+01	3.528940141726815227e+01	3.716199927403351921e-03
1.000000000000000000e+00	9.000000000000000222e-01	9.162669999999999959e+01	0.000000000000000000e+00	1.964456358888210796e-01	1.741063952050139196e-01	2.648187592812351054e-03	7.854362186953824931e-01	1.982632358642360815e-01	1.863554562183809826e-01	1.004558472464008251e-03	3.595185549445447215e+00	5.078663493032882226e-01	3.201297492233986297e+00	5.580064926140868131e+00	4.155837788522661391e+00	5.476162798781220253e+00	6.280903003400573503e+00	4.156110851251704652e+00	4.607639583657364035e+00
3.000000000000000000e+00	9.000000000000000222e-01	9.162669999999999959e+01	0.000000000000000000e+00	1.448240716294633690e-01	1.415046434297460853e-01	3.814318820917472590e-03	1.415400548119409185e+00	1.496985384923028850e-01	1.380565200805062842e-01	3.733376709284827108e-03	3.955135037686171362e+00	1.566851180590414838e+00	2.717062085218957534e+00	5.792931247723683619e+00	4.558104444311283032e+00	4.974212251954886810e+00	6.630327535415350582e+00	4.803696994824361077e+00	4.109200052261842373e+00
5.000000000000000000e+00	9.000000000000000222e-01	9.162669999999999959e+01	0.000000000000000000e+00	9.093520389905035417e-02	1.002712106079374083e-01	3.617448700147841284e-03	2.120419267822475362e+00	1.010496544696902477e-01	9.109917704787093284e-02	3.644004637398791466e-03	4.533773156904477020e+00	2.676565654071090705e+00	2.285293151522344246e+00	6.213908058790356570e+00	5.123516672699196306e+00	4.453934987017221125e+00	7.171938125028592736e+00	5.585263338994066018e+00	3.702262144697912483e+00
7.000000000000000000e+00	9.000000000000000222e-01	9.162669999999999959e+01	0.000000000000000000e+00	5.383381391347698275e-02	6.851954658229253425e-02	2.312967078913998574e-03	2.793310560823825117e+00	6.541769113667657287e-02	5.766446447628658517e-02	2.357068243269276175e-03	5.250343496572108748e+00	3.827664174028887700e+00	1.912022934868909063e+00	6.817320492019500300e+00	5.848468959976123926e+00	3.947528404503072519e+00	7.843100310848599932e+00	6.472504211421685305e+00	3.399522335717418908e+00
9.000000000000000000e+00	9.000000000000000222e-01	9.162669999999999959e+01	0.000000000000000000e+00	3.122474189545876300e-02	4.679591143057022784e-02	1.273698423851795866e-03	3.397334057692228626e+00	4.214044031440104116e-02	3.637234002171108038e-02	1.303644914055304390e-03	6.074268150473987049e+00	5.010109973954456564e+00	1.524815591416599281e+00	7.552914446026051110e+00	6.717739789907444248e+00	3.461956093100855281e+00	8.605943424619475479e+00	7.439088764418091415e+00	3.057418437629433772e+00
1.100000000000000000e+01	9.000000000000000222e-01	9.162669999999999959e+01	0.000000000000000000e+00	1.799196314821406920e-02	3.236306006322715867e-02	6.663243822911193732e-04	3.935225847852016567e+00	2.743367682381537762e-02	2.322494029176185026e-02	6.820891690271066368e-04	6.987261802395200228e+00	6.134563999613127372e+00	1.469210294941454942e+00	8.379865753992731925e+00	7.663851842087757049e+00	2.998850546968578445e+00	9.434393269317300934e+00	8.467477171761528254e+00	2.732064816392515638e+00
1.300000000000000000e+01	9.000000000000000222e-01	9.162669999999999959e+01	0.000000000000000000e+00	1.031488627548011842e-02	2.273905764883521821e-02	3.453280672137504052e-04	4.419849530623907619e+00	1.814025470120273625e-02	1.508673093883747089e-02	3.524842884898133320e-04	7.964265652557035224e+00	7.104125339844934217e+00	1.471783831680258281e+00	9.271920007200824543e+00	8.599946499087719687e+00	2.558631283469733120e+00	1.030908019716394897e+01	9.518696014364666169e+00	2.420074796841486187e+00
1.500000000000000000e+01	9.000000000000000222e-01	9.162669999999999959e+01	0.000000000000000000e+00	5.852922374046285250e-03	1.622695158102984564e-02	1.804927500889514063e-04	4.862998404257101726e+00	1.219306416729180192e-02	9.975334408218489157e-03	1.832664901212518148e-04	8.980889196030732435e+00	8.129400781208968141e+00	1.520397796063395646e+00	1.020654223541228944e+01	9.537875993135068953e+00	2.229137911383384019e+00	1.121166852893096433e+01	1.044770339246668556e+01	2.206316107613072397e+00
1.700000000000000000e+01	9.000000000000000222e-01	9.162669999999999959e+01	0.000000000000000000e+00	3.250769032271822075e-03	1.174456289480875493e-02	9.584141075012185551e-05	5.273484761720656167e+00	8.324546823892650660e-03	6.706904867469256661e-03	9.661052135004973181e-05	1.001256788771264183e+01	9.181943231894221569e+00	1.431262230757731180e+00	1.116496528971601521e+01	1.064651654653130386e+01	1.779705311880528162e+00	1.212556289339413418e+01	1.140058996599249497e+01	2.160251291044700039e+00
1.900000000000000000e+01	9.000000000000000222e-01	9.162669999999999959e+01	0.000000000000000000e+00	1.731948518341353861e-03	8.607873456071959972e-03	5.183941515165597534e-05	5.657637479955303306e+00	5.765747840964765593e-03	4.578979399399654357e-03	5.178836945688813746e-05	1.104433914694168983e+01	1.024114399309839385e+01	1.295510364977437989e+00	1.212401718777353388e+01	1.173460369899193978e+01	1.382092944913819288e+00	1.303502884314961108e+01	1.235571234842436183e+01	1.904930250530477931e+00
2.000000000000000000e+01	9.000000000000000222e-01	9.162669999999999959e+01	0.000000000000000000e+00	1.230571862905344800e-03	7.400739611223566480e-03	3.839804316046030702e-05	5.841323378943526379e+00	4.822496933007728269e-03	3.803568651371611389e-03	3.816561229075558434e-05	1.155530968863431873e+01	1.076825781238885504e+01	1.280844958007964829e+00	1.259866525381905866e+01	1.223783018748396323e+01	1.208610962106241526e+00	1.348360379332332393e+01	1.282871719065451899e+01	1.783345252306947071e+00
2.500000000000000000e+01	9.000000000000000222e-01	9.162669999999999959e+01	0.000000000000000000e+00	5.851495019965524853e-05	3.606062127305935047e-03	9.172152346147888319e-06	6.692422581388720815e+00	2.062933032680847913e-03	1.575818934224469149e-03	8.841889993806183526e-06	1.399408145970857476e+01	1.332210282801220380e+01	1.233177971961758157e+00	1.487959356098072128e+01	1.456040237663008519e+01	5.920594982015565666e-01	1.559530024687353489e+01	1.512718688893455621e+01	1.237660752596879687e+00
3.000000000000000000e+01	9.000000000000000222e-01	9.162669999999999959e+01	0.000000000000000000e+00	1.864550142362125806e-04	1.847518410601238807e-03	2.431171773345977070e-06	7.456655302595736501e+00	9.391419668659964446e-04	6.970217025649787755e-04	2.249841383818260848e-06	1.617429621790713057e+01	1.566251296518324665e+01	1.035270258522122511e+00	1.696768399457205945e+01	1.671448818576946138e+01	4.519478658306872454e-01	1.754681811090374310e+01	1.717225271840541367e+01	9.110564099215034961e-01
3.500000000000000000e+01	9.000000000000000222e-01	9.162669999999999959e+01	0.000000000000000000e+00	1.909127493973025182e-04	9.848008359052500514e-04	7.039774420422358882e-07	8.156549490271972402e+00	4.496418084557604264e-04	3.250201267737645294e-04	6.151135566450239428e-07	1.809850201520010060e+01	1.775650940576337788e+01	7.439353027676798291e-01	1.886505476707964490e+01	1.867420532390249832e+01	3.547681808079135024e-01	1.938465270164543597e+01	1.903982621635545414e+01	7.044885116847767748e-01
4.000000000000000000e+01	9.000000000000000222e-01	9.162669999999999959e+01	0.000000000000000000e+00	1.457336935386642648e-04	5.422062137606583091e-04	2.196878312839117828e-07	8.806213886660298584e+00	2.244557067651966383e-04	1.583147119423105546e-04	1.725646839227743673e-07	1.984674206019558085e+01	1.962981104717425040e+01	4.560079185640901756e-01	2.058698670200813297e+01	2.048322521877491198e+01	1.988235983224209136e-01	2.111196905578863081e+01	2.088773803893833758e+01	4.513265503048673466e-01
4.500000000000000000e+01	9.000000000000000222e-01	9.162669999999999959e+01	0.000000000000000000e+00	1.012474664605717489e-04	3.067481258987177998e-04	7.307660258321892293e-08	9.415206570565473498e+00	1.160630889142063096e-04	8.000729752917121705e-05	4.277325788503393011e-08	2.146207031227620732e+01	2.132703270307297316e+01	2.781258930907952731e-01	2.218672736098677234e+01	2.212947884991630332e+01	1.107091537876740972e-01	2.272404804384196098e+01	2.258273752891989616e+01	2.839524473558316942e-01
